trait_id,GeneID,Symbol,tax_id,Org_name
cell_surface_NCBI,967,CD63,9606,Homo sapiens
cell_surface_NCBI,968,CD68,9606,Homo sapiens
cell_surface_NCBI,969,CD69,9606,Homo sapiens
cell_surface_NCBI,924,CD7,9606,Homo sapiens
cell_surface_NCBI,972,CD74,9606,Homo sapiens
cell_surface_NCBI,974,CD79B,9606,Homo sapiens
cell_surface_NCBI,941,CD80,9606,Homo sapiens
cell_surface_NCBI,975,CD81,9606,Homo sapiens
cell_surface_NCBI,3732,CD82,9606,Homo sapiens
cell_surface_NCBI,9308,CD83,9606,Homo sapiens
cell_surface_NCBI,8832,CD84,9606,Homo sapiens
cell_surface_NCBI,942,CD86,9606,Homo sapiens
cell_surface_NCBI,925,CD8A,9606,Homo sapiens
cell_surface_NCBI,926,CD8B,9606,Homo sapiens
cell_surface_NCBI,927,CD8B2,9606,Homo sapiens
cell_surface_NCBI,928,CD9,9606,Homo sapiens
cell_surface_NCBI,22918,CD93,9606,Homo sapiens
cell_surface_NCBI,10225,CD96,9606,Homo sapiens
cell_surface_NCBI,4267,CD99,9606,Homo sapiens
cell_surface_NCBI,4267,CD99,9606,Homo sapiens
cell_surface_NCBI,83692,CD99L2,9606,Homo sapiens
cell_surface_NCBI,978,CDA,9606,Homo sapiens
cell_surface_NCBI,11140,CDC37,9606,Homo sapiens
cell_surface_NCBI,998,CDC42,9606,Homo sapiens
cell_surface_NCBI,64866,CDCP1,9606,Homo sapiens
cell_surface_NCBI,999,CDH1,9606,Homo sapiens
cell_surface_NCBI,1012,CDH13,9606,Homo sapiens
cell_surface_NCBI,1015,CDH17,9606,Homo sapiens
cell_surface_NCBI,1000,CDH2,9606,Homo sapiens
cell_surface_NCBI,64405,CDH22,9606,Homo sapiens
cell_surface_NCBI,1003,CDH5,9606,Homo sapiens
cell_surface_NCBI,1007,CDH9,9606,Homo sapiens
cell_surface_NCBI,222256,CDHR3,9606,Homo sapiens
cell_surface_NCBI,50937,CDON,9606,Homo sapiens
cell_surface_NCBI,634,CEACAM1,9606,Homo sapiens
cell_surface_NCBI,1048,CEACAM5,9606,Homo sapiens
cell_surface_NCBI,4680,CEACAM6,9606,Homo sapiens
cell_surface_NCBI,1087,CEACAM7,9606,Homo sapiens
cell_surface_NCBI,1088,CEACAM8,9606,Homo sapiens
cell_surface_NCBI,1050,CEBPA,9606,Homo sapiens
cell_surface_NCBI,1056,CEL,9606,Homo sapiens
cell_surface_NCBI,23670,CEMIP2,9606,Homo sapiens
cell_surface_NCBI,55997,CFC1,9606,Homo sapiens
cell_surface_NCBI,653275,CFC1B,9606,Homo sapiens
cell_surface_NCBI,3075,CFH,9606,Homo sapiens
cell_surface_NCBI,10878,CFHR3,9606,Homo sapiens
cell_surface_NCBI,1080,CFTR,9606,Homo sapiens
cell_surface_NCBI,25978,CHMP2B,9606,Homo sapiens
cell_surface_NCBI,128866,CHMP4B,9606,Homo sapiens
cell_surface_NCBI,51510,CHMP5,9606,Homo sapiens
cell_surface_NCBI,1131,CHRM3,9606,Homo sapiens
cell_surface_NCBI,1132,CHRM4,9606,Homo sapiens
cell_surface_NCBI,1134,CHRNA1,9606,Homo sapiens
cell_surface_NCBI,1136,CHRNA3,9606,Homo sapiens
cell_surface_NCBI,1139,CHRNA7,9606,Homo sapiens
cell_surface_NCBI,1143,CHRNB4,9606,Homo sapiens
cell_surface_NCBI,50515,CHST11,9606,Homo sapiens
cell_surface_NCBI,51363,CHST15,9606,Homo sapiens
cell_surface_NCBI,4261,CIITA,9606,Homo sapiens
cell_surface_NCBI,1179,CLCA1,9606,Homo sapiens
cell_surface_NCBI,23529,CLCF1,9606,Homo sapiens
cell_surface_NCBI,1181,CLCN2,9606,Homo sapiens
cell_surface_NCBI,1182,CLCN3,9606,Homo sapiens
cell_surface_NCBI,1184,CLCN5,9606,Homo sapiens
cell_surface_NCBI,9076,CLDN1,9606,Homo sapiens
cell_surface_NCBI,56650,CLDND1,9606,Homo sapiens
cell_surface_NCBI,10462,CLEC10A,9606,Homo sapiens
cell_surface_NCBI,388512,CLEC17A,9606,Homo sapiens
cell_surface_NCBI,51267,CLEC1A,9606,Homo sapiens
cell_surface_NCBI,51266,CLEC1B,9606,Homo sapiens
cell_surface_NCBI,29121,CLEC2D,9606,Homo sapiens
cell_surface_NCBI,10143,CLEC3A,9606,Homo sapiens
cell_surface_NCBI,50856,CLEC4A,9606,Homo sapiens
cell_surface_NCBI,10332,CLEC4M,9606,Homo sapiens
cell_surface_NCBI,23601,CLEC5A,9606,Homo sapiens
cell_surface_NCBI,64581,CLEC7A,9606,Homo sapiens
cell_surface_NCBI,283420,CLEC9A,9606,Homo sapiens
cell_surface_NCBI,25932,CLIC4,9606,Homo sapiens
cell_surface_NCBI,53405,CLIC5,9606,Homo sapiens
cell_surface_NCBI,79827,CLMP,9606,Homo sapiens
cell_surface_NCBI,22883,CLSTN1,9606,Homo sapiens
cell_surface_NCBI,64084,CLSTN2,9606,Homo sapiens
cell_surface_NCBI,9746,CLSTN3,9606,Homo sapiens
cell_surface_NCBI,1191,CLU,9606,Homo sapiens
cell_surface_NCBI,146223,CMTM4,9606,Homo sapiens
cell_surface_NCBI,54918,CMTM6,9606,Homo sapiens
cell_surface_NCBI,245812,CNPY4,9606,Homo sapiens
cell_surface_NCBI,1268,CNR1,9606,Homo sapiens
cell_surface_NCBI,163882,CNST,9606,Homo sapiens
cell_surface_NCBI,1272,CNTN1,9606,Homo sapiens
cell_surface_NCBI,53942,CNTN5,9606,Homo sapiens
cell_surface_NCBI,8506,CNTNAP1,9606,Homo sapiens
cell_surface_NCBI,26047,CNTNAP2,9606,Homo sapiens
cell_surface_NCBI,79937,CNTNAP3,9606,Homo sapiens
cell_surface_NCBI,728577,CNTNAP3B,9606,Homo sapiens
cell_surface_NCBI,100289279,CNTNAP3C,9606,Homo sapiens
cell_surface_NCBI,85445,CNTNAP4,9606,Homo sapiens
cell_surface_NCBI,129684,CNTNAP5,9606,Homo sapiens
cell_surface_NCBI,1308,COL17A1,9606,Homo sapiens
cell_surface_NCBI,80781,COL18A1,9606,Homo sapiens
cell_surface_NCBI,91522,COL23A1,9606,Homo sapiens
cell_surface_NCBI,1282,COL4A1,9606,Homo sapiens
cell_surface_NCBI,1285,COL4A3,9606,Homo sapiens
cell_surface_NCBI,150684,COMMD1,9606,Homo sapiens
cell_surface_NCBI,1311,COMP,9606,Homo sapiens
cell_surface_NCBI,10699,CORIN,9606,Homo sapiens
cell_surface_NCBI,1360,CPB1,9606,Homo sapiens
cell_surface_NCBI,1361,CPB2,9606,Homo sapiens
cell_surface_NCBI,1368,CPM,9606,Homo sapiens
cell_surface_NCBI,56265,CPXM1,9606,Homo sapiens
cell_surface_NCBI,119587,CPXM2,9606,Homo sapiens
cell_surface_NCBI,1378,CR1,9606,Homo sapiens
cell_surface_NCBI,1380,CR2,9606,Homo sapiens
cell_surface_NCBI,92359,CRB3,9606,Homo sapiens
cell_surface_NCBI,8804,CREG1,9606,Homo sapiens
cell_surface_NCBI,1394,CRHR1,9606,Homo sapiens
cell_surface_NCBI,1395,CRHR2,9606,Homo sapiens
cell_surface_NCBI,51232,CRIM1,9606,Homo sapiens
cell_surface_NCBI,1398,CRK,9606,Homo sapiens
cell_surface_NCBI,1410,CRYAB,9606,Homo sapiens
cell_surface_NCBI,1436,CSF1R,9606,Homo sapiens
cell_surface_NCBI,1440,CSF3,9606,Homo sapiens
cell_surface_NCBI,1441,CSF3R,9606,Homo sapiens
cell_surface_NCBI,1452,CSNK1A1,9606,Homo sapiens
cell_surface_NCBI,1464,CSPG4,9606,Homo sapiens
cell_surface_NCBI,10675,CSPG5,9606,Homo sapiens
cell_surface_NCBI,10047,CST8,9606,Homo sapiens
cell_surface_NCBI,1489,CTF1,9606,Homo sapiens
cell_surface_NCBI,1493,CTLA4,9606,Homo sapiens
cell_surface_NCBI,1499,CTNNB1,9606,Homo sapiens
cell_surface_NCBI,1500,CTNND1,9606,Homo sapiens
cell_surface_NCBI,1511,CTSG,9606,Homo sapiens
cell_surface_NCBI,8065,CUL5,9606,Homo sapiens
cell_surface_NCBI,6376,CX3CL1,9606,Homo sapiens
cell_surface_NCBI,1524,CX3CR1,9606,Homo sapiens
cell_surface_NCBI,1525,CXADR,9606,Homo sapiens
cell_surface_NCBI,2919,CXCL1,9606,Homo sapiens
cell_surface_NCBI,3627,CXCL10,9606,Homo sapiens
cell_surface_NCBI,6387,CXCL12,9606,Homo sapiens
cell_surface_NCBI,10563,CXCL13,9606,Homo sapiens
cell_surface_NCBI,2920,CXCL2,9606,Homo sapiens
cell_surface_NCBI,3576,CXCL8,9606,Homo sapiens
cell_surface_NCBI,3577,CXCR1,9606,Homo sapiens
